,index,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,max_sentence,crime_types_combined,crime_class_type_subtype
20021,21831,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,unknown,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20022,21832,2015,2018,Black,3,D Felony,Property,Theft,Parole Granted,1JD,0,0,1,1,5.0,Property_Theft,D Felony_Property_Theft
20023,21833,2015,2018,Black,2,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20024,21834,2015,2018,White,3,C Felony,Property,Theft,Discharged - Expiration of Sentence,5JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
20025,21835,2015,2018,Black,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20026,21836,2015,2018,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,1,1,1,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20027,21837,2015,2018,Black,3,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Property_Vandalism,Aggravated Misdemeanor_Property_Vandalism
20028,21838,2015,2018,White,3,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,1JD,0,0,0,0,2.0,Property_Forgery/Fraud,Aggravated Misdemeanor_Property_Forgery/Fraud
20029,21839,2015,2018,White,2,D Felony,Public Order,Other Public Order,Parole Granted,2JD,1,0,0,1,5.0,Public Order_Other Public Order,D Felony_Public Order_Other Public Order
20030,21840,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20031,21841,2015,2018,Black,3,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,1JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20032,21842,2015,2018,White,2,D Felony,Drug,Drug Possession,Parole Granted,3JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20033,21843,2015,2018,White,4,C Felony,Violent,Sex,Released to Special Sentence,5JD,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
20034,21844,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,1JD,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20035,21845,2015,2018,White,3,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
20036,21846,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20037,21847,2015,2018,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,1,1,1,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20038,21848,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,3JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20039,21849,2015,2018,White,3,D Felony,Violent,Assault,Parole Granted,1JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
20040,21850,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Paroled w/Immediate Discharge,unknown,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20041,21851,2015,2018,Black,4,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,unknown,1,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
20042,21852,2015,2018,White,2,C Felony,Drug,Trafficking,Parole Granted,2JD,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20043,21853,2015,2018,White,4,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
20044,21854,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,5JD,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20045,21855,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,0,1,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
20046,21856,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,unknown,0,0,1,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
20047,21857,2015,2018,White,3,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
20048,21858,2015,2018,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,unknown,0,0,1,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
20049,21859,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,8JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
20050,21860,2015,2018,White,3,D Felony,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
20051,21861,2015,2018,White,3,C Felony,Property,Burglary,Parole Granted,5JD,1,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
20052,21862,2015,2018,White,3,C Felony,Drug,Other Drug,Discharged - Expiration of Sentence,unknown,0,0,0,1,10.0,Drug_Other Drug,C Felony_Drug_Other Drug
20053,21863,2015,2018,White,3,C Felony,Property,Arson,Parole Granted,2JD,1,1,0,1,10.0,Property_Arson,C Felony_Property_Arson
20054,21864,2015,2018,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,1,0,1,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
20055,21865,2015,2018,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20056,21866,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
20057,21867,2015,2018,White,2,C Felony,Property,Burglary,Parole Granted,3JD,1,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
20058,21868,2015,2018,White,3,D Felony,Violent,Assault,Parole Granted,5JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
20059,21869,2015,2018,White,2,C Felony,Property,Theft,Parole Granted,5JD,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
20060,21870,2015,2018,White,2,D Felony,Drug,Drug Possession,Parole Granted,1JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20061,21871,2015,2018,White,2,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,2JD,0,1,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
20062,21872,2015,2018,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20063,21873,2015,2018,White,3,D Felony,Property,Theft,Parole Granted,2JD,0,0,1,1,5.0,Property_Theft,D Felony_Property_Theft
20064,21874,2015,2018,White,2,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,0,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
20065,21875,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,0,1,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20066,21876,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,unknown,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
20067,21877,2015,2018,White,4,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,unknown,0,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20068,21878,2015,2018,White,4,C Felony,Drug,Trafficking,Parole Granted,1JD,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20069,21879,2015,2018,White,2,C Felony,Drug,Trafficking,Parole Granted,2JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20070,21880,2015,2018,White,3,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,0,0,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
20071,21881,2015,2018,White,2,C Felony,Property,Theft,Parole Granted,5JD,1,1,1,1,10.0,Property_Theft,C Felony_Property_Theft
20072,21882,2015,2018,White,4,C Felony,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20073,21883,2015,2018,White,2,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
20074,21884,2015,2018,White,2,D Felony,Public Order,OWI,Parole Granted,5JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
20075,21885,2015,2018,American Native,3,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,unknown,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20076,21886,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,0,1,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20077,21887,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,2JD,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
20078,21888,2015,2018,White,2,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Property_Forgery/Fraud,Aggravated Misdemeanor_Property_Forgery/Fraud
20079,21889,2015,2018,Black,3,D Felony,Property,Burglary,Discharged - Expiration of Sentence,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
20080,21890,2015,2018,Hispanic,2,C Felony,Drug,Trafficking,Paroled to Detainer - Out of State,unknown,0,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20081,21892,2015,2018,Black,3,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
20082,21893,2015,2018,White,3,D Felony,Drug,Trafficking,Parole Granted,6JD,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
20083,21894,2015,2018,White,3,D Felony,Property,Burglary,Parole Granted,8JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
20084,21895,2015,2018,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20085,21896,2015,2018,White,4,D Felony,Public Order,Other Public Order,Parole Granted,5JD,0,0,0,1,5.0,Public Order_Other Public Order,D Felony_Public Order_Other Public Order
20086,21898,2015,2018,White,2,Aggravated Misdemeanor,Property,Vandalism,Parole Granted,3JD,1,1,0,0,2.0,Property_Vandalism,Aggravated Misdemeanor_Property_Vandalism
20087,21899,2015,2018,White,3,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,0,0,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
20088,21900,2015,2018,Black,4,Felony - Enhanced,Other,Other Criminal,Parole Granted,unknown,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20089,21901,2015,2018,White,4,B Felony,Violent,Robbery,Discharged - Expiration of Sentence,unknown,0,1,0,1,50.0,Violent_Robbery,B Felony_Violent_Robbery
20090,21902,2015,2018,White,4,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
20091,21903,2015,2018,Black,4,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,1,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20092,21904,2015,2018,White,4,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,8JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20093,21905,2015,2018,White,4,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,5JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
20094,21906,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20095,21907,2015,2018,Black,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,7JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20096,21908,2015,2018,Black,4,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,1JD,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
20097,21909,2015,2018,White,3,D Felony,Violent,Assault,Parole Granted,5JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
20098,21910,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
20099,21911,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,1JD,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20100,21912,2015,2018,White,4,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,3JD,0,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
20101,21913,2015,2018,White,4,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
20102,21914,2015,2018,White,4,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,unknown,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20103,21915,2015,2018,White,4,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
20104,21916,2015,2018,White,4,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,unknown,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20105,21917,2015,2018,Black,3,B Felony,Violent,Other Violent,Parole Granted,1JD,0,1,0,1,50.0,Violent_Other Violent,B Felony_Violent_Other Violent
20106,21918,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
20107,21919,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20108,21920,2015,2018,Black,4,D Felony,Public Order,Traffic,Paroled w/Immediate Discharge,unknown,0,0,0,1,5.0,Public Order_Traffic,D Felony_Public Order_Traffic
20109,21921,2015,2018,White,4,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
20110,21922,2015,2018,Black,3,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20111,21923,2015,2018,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,8JD,0,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
20112,21924,2015,2018,Black,3,B Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,1,1,0,1,50.0,Violent_Murder/Manslaughter,B Felony_Violent_Murder/Manslaughter
20113,21925,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,2JD,0,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20114,21926,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,6JD,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20115,21927,2015,2018,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,2JD,0,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
20116,21928,2015,2018,White,4,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
20117,21929,2015,2018,White,3,D Felony,Property,Burglary,Discharged - Expiration of Sentence,5JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
20118,21930,2015,2018,White,3,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
20119,21931,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,6JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20120,21932,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
20121,21933,2015,2018,Black,4,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,1,0,0,0,2.0,Other_Other Criminal,Aggravated Misdemeanor_Other_Other Criminal
20122,21934,2015,2018,White,4,B Felony,Drug,Trafficking,Parole Granted,2JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
20123,21935,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,2JD,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20124,21936,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,1,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20125,21937,2015,2018,White,3,C Felony,Property,Burglary,Parole Granted,1JD,1,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
20126,21938,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Paroled w/Immediate Discharge,unknown,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20127,21939,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,5JD,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20128,21940,2015,2018,Black,3,D Felony,Property,Burglary,Paroled to Detainer - Out of State,unknown,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
20129,21941,2015,2018,White,3,C Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
20130,21942,2015,2018,Black,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20131,21943,2015,2018,Black,3,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,7JD,0,1,0,0,2.0,Property_Forgery/Fraud,Aggravated Misdemeanor_Property_Forgery/Fraud
20132,21944,2015,2018,White,4,C Felony,Violent,Assault,Parole Granted,unknown,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
20133,21945,2015,2018,White,4,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,1.0,Violent_Assault,Serious Misdemeanor_Violent_Assault
20134,21946,2015,2018,White,3,D Felony,Property,Theft,Parole Granted,7JD,0,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
20135,21947,2015,2018,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,5JD,1,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
20136,21948,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Paroled to Detainer - U.S. Marshall,unknown,0,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20137,21949,2015,2018,Black,3,Serious Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,unknown,0,1,0,0,1.0,Public Order_OWI,Serious Misdemeanor_Public Order_OWI
20138,21950,2015,2018,White,4,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
20139,21951,2015,2018,White,3,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,0,0,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
20140,21952,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Parole Granted,7JD,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
20141,21953,2015,2018,White,3,Serious Misdemeanor,Public Order,OWI,Parole Granted,7JD,1,0,0,0,1.0,Public Order_OWI,Serious Misdemeanor_Public Order_OWI
20142,21954,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,1JD,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20143,21955,2015,2018,Black,3,D Felony,Drug,Drug Possession,Parole Granted,6JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20144,21956,2015,2018,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,1JD,0,1,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
20145,21957,2015,2018,White,4,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,1JD,0,1,0,1,5.0,Public Order_Other Public Order,D Felony_Public Order_Other Public Order
20146,21958,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
20147,21959,2015,2018,White,3,D Felony,Property,Theft,Parole Granted,7JD,1,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
20148,21960,2015,2018,Black,3,B Felony,Violent,Sex,Discharged - Expiration of Sentence,unknown,0,1,0,1,50.0,Violent_Sex,B Felony_Violent_Sex
20149,21961,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,2JD,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
20150,21962,2015,2018,White,3,D Felony,Violent,Assault,Parole Granted,8JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
20151,21963,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,6JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20152,21964,2015,2018,American Native,3,D Felony,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
20153,21965,2015,2018,White,3,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,5JD,1,1,0,0,2.0,Property_Forgery/Fraud,Aggravated Misdemeanor_Property_Forgery/Fraud
20154,21966,2015,2018,White,3,C Felony,Violent,Robbery,Parole Granted,5JD,1,1,0,1,10.0,Violent_Robbery,C Felony_Violent_Robbery
