Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Female
2014,2017,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,B Felony,Property,Arson,Parole,4JD,Yes,177,B Felony,Property,Arson,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,Yes,886,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
2014,2017,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,7JD,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,433,C Felony,Drug,Trafficking,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,385,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Hispanic,35-44,D Felony,Public Order,OWI,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,374,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
2014,2017,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,,,Yes,35,D Felony,Other,Other Criminal,Yes,Tech,Male
2014,2017,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,5JD,Yes,162,D Felony,Property,Theft,No,New,Male
2014,2017,White - Hispanic,25-34,D Felony,Public Order,OWI,,,Yes,747,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,Yes,796,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
2014,2017,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Vandalism,Parole,5JD,Yes,428,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Male
2014,2017,Black - Non-Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,Parole,6JD,Yes,652,D Felony,Property,Forgery/Fraud,No,New,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,97,D Felony,Property,Forgery/Fraud,No,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,4JD,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,42,C Felony,Drug,Trafficking,No,New,Male
2014,2017,American Indian or Alaska Native - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,560,C Felony,Drug,Trafficking,Yes,New,Female
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,6JD,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,Yes,474,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,,,Yes,477,Aggravated Misdemeanor,Other,Other Criminal,No,Tech,Male
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,308,D Felony,Property,Burglary,Yes,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,25-34,B Felony,Drug,Trafficking,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Public Order,Weapons,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,55 and Older,D Felony,Public Order,Other Public Order,Parole,1JD,Yes,82,D Felony,Public Order,Other Public Order,Yes,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,4JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,4JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,4JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,4JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,1JD,Yes,770,Aggravated Misdemeanor,Property,Theft,Yes,New,Female
2014,2017,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,,,Yes,100,Aggravated Misdemeanor,Public Order,Alcohol,No,New,Male
2014,2017,Black - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Theft,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Parole,5JD,Yes,125,D Felony,Public Order,Weapons,No,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Property,Burglary,,,Yes,483,D Felony,Property,Arson,Yes,New,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,418,Aggravated Misdemeanor,Property,Theft,No,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Arson,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,8JD,Yes,489,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,New,Male
2014,2017,White - Non-Hispanic,45-54,C Felony,Violent,Sex,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,American Indian or Alaska Native - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,95,D Felony,Property,Forgery/Fraud,Yes,New,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,238,C Felony,Drug,Trafficking,Yes,New,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole,6JD,Yes,523,D Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,8JD,Yes,146,D Felony,Public Order,OWI,No,New,Female
2014,2017,American Indian or Alaska Native - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,,,Yes,116,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,New,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Property,Vandalism,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,Yes,245,D Felony,Property,Burglary,No,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,,,Yes,374,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,,,Yes,327,D Felony,Drug,Drug Possession,No,New,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,,,No,,,,,Yes,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,4JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Public Order,Traffic,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,45-54,D Felony,Property,Theft,Parole,4JD,Yes,276,D Felony,Property,Theft,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Parole,8JD,Yes,832,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,2JD,Yes,469,D Felony,Drug,Drug Possession,No,New,Male
2014,2017,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,847,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
2014,2017,White - Non-Hispanic,35-44,B Felony,Violent,Sex,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,280,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
2014,2017,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Hispanic,Under 25,C Felony,Property,Theft,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,4JD,Yes,663,C Felony,Property,Theft,No,Tech,Male
2014,2017,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2014,2017,Black - Non-Hispanic,55 and Older,C Felony,Property,Theft,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2014,2017,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,401,D Felony,Property,Forgery/Fraud,No,New,Male
2014,2017,White - Hispanic,25-34,Serious Misdemeanor,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,1JD,Yes,200,D Felony,Drug,Drug Possession,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,538,C Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Theft,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Theft,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,985,B Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,292,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,,,Yes,348,Aggravated Misdemeanor,Public Order,Other Public Order,No,New,Male
2014,2017,White - Hispanic,Under 25,D Felony,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,Under 25,D Felony,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,Under 25,D Felony,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Serious Misdemeanor,Violent,Assault,Parole,5JD,Yes,30,D Felony,Other,Other Violent,Yes,Tech,Male
2014,2017,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,365,C Felony,Drug,Trafficking,Yes,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,B Felony,Drug,Trafficking,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,348,D Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,25-34,B Felony,Property,Arson,Parole,5JD,Yes,418,B Felony,Property,Arson,No,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,Traffic,Parole,5JD,Yes,160,D Felony,Public Order,Traffic,Yes,New,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,210,D Felony,Property,Forgery/Fraud,Yes,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,339,D Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,B Felony,Violent,Robbery,Parole,2JD,Yes,131,B Felony,Violent,Robbery,Yes,Tech,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,,,Yes,749,Aggravated Misdemeanor,Property,Theft,No,New,Male
2014,2017,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,Yes,928,C Felony,Drug,Trafficking,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,611,D Felony,Public Order,Traffic,No,New,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,C Felony,Violent,Assault,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,6JD,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,5JD,Yes,976,D Felony,Public Order,OWI,No,New,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,3JD,Yes,488,D Felony,Property,Forgery/Fraud,No,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Parole,6JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,184,B Felony,Drug,Trafficking,Yes,New,Female
2014,2017,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,5JD,Yes,418,D Felony,Drug,Drug Possession,No,New,Male
2014,2017,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,6JD,Yes,160,B Felony,Drug,Trafficking,Yes,New,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,,,Yes,153,D Felony,Property,Forgery/Fraud,No,New,Male
2014,2017,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,B Felony,Other,Other Criminal,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Hispanic,Under 25,C Felony,Property,Arson,Parole,5JD,Yes,189,C Felony,Property,Arson,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,,Yes,330,Aggravated Misdemeanor,Drug,Drug Possession,Yes,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,433,Aggravated Misdemeanor,Public Order,Weapons,No,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,83,D Felony,Property,Forgery/Fraud,No,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,160,D Felony,Property,Forgery/Fraud,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,2JD,Yes,206,D Felony,Drug,Drug Possession,Yes,Tech,Male
2014,2017,Black - Non-Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,Under 25,D Felony,Property,Burglary,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,368,C Felony,Drug,Trafficking,No,Tech,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,,,Yes,971,D Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Burglary,,,Yes,1046,D Felony,Drug,Drug Possession,Yes,New,Male
2014,2017,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,161,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,New,Male
2014,2017,White - Hispanic,35-44,D Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,Under 25,D Felony,Property,Theft,,,No,,,,,Yes,No Recidivism,Female
2014,2017,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,2JD,No,,,,,No,No Recidivism,Male
